Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Unnamed: 26,Unnamed: 27,Unnamed: 28,verify_strain,stand_strain,unique_chemicals,stand_strain_bin,pIC50
CHEMBL416956,MEFLOQUINE,4.0,378.32,0.0,4.45,MFQ,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,IC50,'=',14.07,nM,7.85,,,UO_0000065,0,CHEMBL1248672,organism-based format,,CHEMBL1240532,1,Scientific Literature,Science,,Antimalarial activity against Plasmodium falciparum Dd2 containing attB site inserted in parasite genome and using EF1-alpha promoter driven expressing ATP4 I398F/P990R mutant after 72 hrs by SYBR green based fluorescence assay,,,,Dd2,Dd2,,Dd2,7.85
CHEMBL4449624,,,459.7,1.0,7.75,2m,CCCCCCCCCCCCCCCCn1cc(CSc2ccccc2C(=O)O)nn1,IC50,'=',14440.0,nM,4.84,,,UO_0000065,0,CHEMBL4312172,organism-based format,,CHEMBL4311937,1,Scientific Literature,Medchemcomm,,Antimalarial activity against synchronized ring stage Plasmodium falciparum 3D7 transfected with nano-luciferase assessed as parasite growth inhibition after 72 hrs by Nano-Glo luciferase assay,,,,3D7,3D7,,3D7,4.84
CHEMBL3797847,,,470.45,1.0,6.11,27,Cn1c(=O)n(-c2cccc(C(F)(F)F)c2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,IC50,'=',5270.0,nM,5.28,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,5.28
CHEMBL3799273,,,483.47,0.0,4.96,42,CS(=O)(=O)c1ccc(-c2ccc3ncc4[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cc1,IC50,'=',1110.0,nM,5.96,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,5.95
CHEMBL3800536,,,437.4,1.0,5.7,54,Cn1c(=O)n(-c2cccc(C(F)(F)F)c2)c2c3cc(-c4ccc(F)cc4)ccc3ncc21,IC50,'=',5590.0,nM,5.25,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,5.25
CHEMBL3797697,,,378.4,0.0,3.38,59,N#Cc1ccc(-n2c(=O)[nH]c3cnc4ccc(-c5ccc(N)nc5)cc4c32)cc1,IC50,'=',482.0,nM,6.32,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,6.32
CHEMBL3799445,,,367.41,0.0,3.52,63,Cn1c(=O)n(-c2ccccc2)c2c3cc(-c4ccc(N)nc4)ccc3ncc21,IC50,'=',219.0,nM,6.66,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,6.66
CHEMBL269671,,,282.34,0.0,2.39,Artemisinin,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',12.0,nM,7.92,,,UO_0000065,0,CHEMBL3223115,organism-based format,,CHEMBL3217651,1,Scientific Literature,Medchemcomm,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes after 96 hrs by luciferase based delayed death assay,,,,3D7,3D7,,3D7,7.92
CHEMBL3797643,,,420.39,0.0,4.96,15,Cn1c(=O)n(-c2cccc(C(F)(F)F)c2)c2c3cc(-c4cccnc4)ccc3ncc21,IC50,'=',236.0,nM,6.63,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,6.63
CHEMBL4458088,,,363.26,0.0,2.05,25,Cc1n(CC(C)C)c2c([n+]1C)C(=O)c1ccccc1C2=O.[Br-],IC50,'=',41.0,nM,7.39,,,UO_0000065,0,CHEMBL4338838,organism-based format,,CHEMBL4334542,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against Plasmodium falciparum NF54 early gametocytes transfected with luciferase gene incubated for 48 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,7.39
CHEMBL4754520,,,814.3,2.0,6.23,4,CN[C@@H](CCN(C)CCc1cc(OC)c(Br)cc1Br)C(=O)N(C)CCCN(C)CCc1cc(OC)c(Br)cc1Br,IC50,'=',850.0,nM,6.07,,,UO_0000065,0,CHEMBL4704472,organism-based format,,CHEMBL4699594,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum Dd2 ring stage incubated for 72 hrs by DAPI-staining based imaging analysis,,,,Dd2,Dd2,,Dd2,6.07
CHEMBL4753689,,,481.52,0.0,4.43,84,O=C(Cc1ccc(O)c(F)c1)N1CC(CNc2ccc(F)cc2)C2(C1)CN(c1ccc(F)cc1)C2,IC50,'=',360.0,nM,6.44,,,UO_0000065,0,CHEMBL4737829,organism-based format,Erythrocyte,CHEMBL4732202,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against multidrug-sensitive Plasmodium falciparum NF54 transfected with GFP-Luc infected in human erythrocytes assessed as reduction in [3H]-hypoxanthine incorporation pretreated for 48 hrs followed by [3H]-hypoxanthine addition measured after 24 hrs by liquid scintillation counting method,,,,NF54,NF54,,NF54,6.44
CHEMBL90,HISTAMINE,4.0,111.15,0.0,-0.09,Histamine,NCCc1c[nH]cn1,IC50,'=',660.0,nM,6.18,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,6.18
CHEMBL36,PYRIMETHAMINE,4.0,248.72,0.0,2.52,pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,IC50,'=',44.1,nM,7.36,,,UO_0000065,0,CHEMBL910397,organism-based format,,CHEMBL1142194,1,Scientific Literature,Antimicrob Agents Chemother,,Growth inhibition of Plasmodium falciparum Dd2 ring stage infected erythrocytes after 72 hrs by DAPI fluorimetry,,,,Dd2,Dd2,,Dd2,7.36
CHEMBL181480,,,374.44,0.0,3.41,3,N=C(N)c1ccc(OCc2ccccc2COc2ccc(C(=N)N)cc2)cc1,IC50,'=',313.0,nM,6.5,,,UO_0000065,0,CHEMBL926257,organism-based format,,CHEMBL1140635,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D6 by LDH reporter assay,,,,D6,D6,,D6,6.5
CHEMBL427342,IMIDOCARB,-1.0,348.41,0.0,2.03,665810,O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,IC50,'=',332.2,nM,6.48,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.48
CHEMBL532879,,,281.28,0.0,2.92,666607,O=[N+]([O-])c1ccc(C=NNc2nc3ccccc3[nH]2)cc1,IC50,'=',241.6,nM,6.62,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.62
CHEMBL361497,ARTESUNATE,4.0,384.43,0.0,2.6,Artesunate,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',3.0,nM,8.52,,,UO_0000065,0,CHEMBL3376037,organism-based format,,CHEMBL3351935,1,Scientific Literature,Bioorg Med Chem Lett,,Antigametocytocidal activity against Plasmodium falciparum NF54-pfs16-GPF early (1 to 3) gametocyte assessed as viability after 72 hrs by MitoTracker Red CM-H2XRos/micro-plate confocal imaging system,,,,NF54,NF54,,NF54,8.52
CHEMBL361497,ARTESUNATE,4.0,384.43,0.0,2.6,artesunate,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',108.0,nM,6.97,,,UO_0000065,0,CHEMBL918323,organism-based format,,CHEMBL1147097,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 gametocytes (stage 4 & 5),,,,W2,W2,,W2,6.97
CHEMBL1256737,METHIOTHEPIN MESYLATE,,452.67,0.0,4.4,NCGC00094137-01,CS(=O)(=O)O.CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267250,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,,,,HB3,HB3,,HB3,5.0
CHEMBL4571751,,,519.23,2.0,7.2,43,N#Cc1c(C(F)(F)F)cc(NCc2ccc(OC(F)(F)F)cc2)n2c1nc1cc(Cl)c(Cl)cc12,IC50,'=',210.0,nM,6.68,,,UO_0000065,0,CHEMBL4373129,organism-based format,,CHEMBL4371072,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive final late stage of Plasmodium falciparum NF54-Mal8p1.16-GFP-Luc gametocytes after 24 hrs by BacTiter-Glo assay,,,,NF54-Mal8p1.16-GFP-Luc,NF54,,NF54,6.68
CHEMBL4438511,,,433.39,0.0,4.1,32,CCCCCC[n+]1c2c(n(CC(C)C)c1C)C(=O)c1ccccc1C2=O.[Br-],IC50,'=',551.0,nM,6.26,,,UO_0000065,0,CHEMBL4338839,organism-based format,,CHEMBL4334542,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against Plasmodium falciparum NF54 late gametocytes transfected with luciferase gene incubated for 48 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,6.26
CHEMBL537778,,,470.17,1.0,6.64,7224,Brc1ccc(Nc2nc3ccccc3nc2Nc2ccc(Br)cc2)cc1,IC50,'=',1511.0,nM,5.82,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.82
CHEMBL1082723,CIPARGAMIN,2.0,390.24,0.0,4.34,NITD609,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,IC50,'=',0.85,nM,9.07,,,UO_0000065,0,CHEMBL1248669,organism-based format,,CHEMBL1240532,1,Scientific Literature,Science,,Antimalarial activity against Plasmodium falciparum Dd2 containing attB site inserted in parasite genome and expressing parental ATP4 after 72 hrs by SYBR green based fluorescence assay,,,,Dd2,Dd2,,Dd2,9.07
CHEMBL4241797,,,288.37,0.0,3.17,10,Fc1ccc(-c2ccc(CNCC3CCNCC3)o2)cc1,IC50,'=',6000.0,nM,5.22,,,UO_0000065,0,CHEMBL4231438,organism-based format,,CHEMBL4229360,1,Scientific Literature,Eur J Med Chem,,Gametocytocidal activity against Plasmodium falciparum 3D7 elo1-pfs16-CBG99 late-stage (4 to 5) gametocytes assessed as inhibition of parasite viability after 72 hrs by luciferase reporter assay,,,,3D7,3D7,,3D7,5.22
CHEMBL4745404,,,496.53,0.0,3.89,98,N[C@H](C(=O)N1CC(CNc2ccc(F)cc2)C2(C1)CN(c1cc(F)cc(F)c1)C2)c1ccc(O)cc1,IC50,'=',471.0,nM,6.33,,,UO_0000065,0,CHEMBL4737844,organism-based format,,CHEMBL4732202,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against asexual stage (V) Plasmodium falciparum NF54 gametocytes assessed as inhibition of exflagellation of male gametes measured at 15 to 22.5 min by microscopic based analysis,,,,NF54,NF54,,NF54,6.33
CHEMBL2316796,,,397.88,1.0,5.05,72a Hybrid-7,O=C(/C=C/c1cccc(F)c1)NCCCCNc1ccnc2cc(Cl)ccc12,IC50,'=',11.0,nM,7.96,,,UO_0000065,0,CHEMBL4193441,organism-based format,,CHEMBL4190314,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against synchronous culture of Plasmodium falciparum W2 ring stage infected in human erythrocytes after 48 hrs by flow cytometry,,,,W2,W2,,W2,7.96
CHEMBL4173361,,,437.54,0.0,3.51,1i,Cc1cc(C)cc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)c1,IC50,'=',15700.0,nM,4.8,,,UO_0000065,0,CHEMBL4268540,organism-based format,,CHEMBL4265952,1,Scientific Literature,Eur J Med Chem,,Gametocytocidal activity against synchronized Plasmodium falciparum NF54 mature stage 5 gametocytes after 48 hrs by ATP bioluminescence assay,,,,NF54,NF54,,NF54,4.8
CHEMBL3797448,,,498.49,0.0,4.21,49,Cn1c(=O)n(-c2cccc(C(F)(F)F)c2)c2c3cc(-c4ccc(S(N)(=O)=O)cc4)ccc3ncc21,IC50,'=',816.0,nM,6.09,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,6.09
CHEMBL3797970,,,434.42,1.0,5.15,37,Cn1c(=O)n(-c2cccc(C(F)(F)F)c2)c2c3cc(-c4cccc(N)c4)ccc3ncc21,IC50,'=',145.0,nM,6.84,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,6.84
CHEMBL506,PRIMAQUINE,4.0,259.35,0.0,2.78,"PQ, primaquine",COc1cc(NC(C)CCCN)c2ncccc2c1,IC50,'=',9650.0,nM,5.01,,,UO_0000065,0,CHEMBL1004793,organism-based format,,CHEMBL1155951,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 gametocytes after 48 hrs by microscopy,,,,W2,W2,,W2,5.02
CHEMBL506,PRIMAQUINE,4.0,259.35,0.0,2.78,primaquine,COc1cc(NC(C)CCCN)c2ncccc2c1,IC50,'=',1320.0,nM,5.88,,,UO_0000065,0,CHEMBL918324,organism-based format,,CHEMBL1147097,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 asexual gametocytes,,,,W2,W2,,W2,5.88
CHEMBL4444243,,,300.44,0.0,4.34,2,C1C2CC3CC1CC(C2)C31OOC12C1CC3CC(C1)CC2C3,IC50,'=',0.19,nM,9.72,,,UO_0000065,0,CHEMBL4430743,organism-based format,,CHEMBL4428111,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant/mefloquine-sensitive Plasmodium falciparum W2 schizonts infected in human erythrocytes assessed as inhibition of parasite invasion after 24 hrs by Diff-Quick staining based microscopic analysis,,,,W2,W2,,W2,9.72
CHEMBL506,PRIMAQUINE,4.0,259.35,0.0,2.78,PQ,COc1cc(NC(C)CCCN)c2ncccc2c1,IC50,'=',800.0,nM,6.1,,,UO_0000065,0,CHEMBL2184950,organism-based format,,CHEMBL2177023,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum KT1 gametocytes,,,,KT1,KT1,,KT1,6.1
CHEMBL583,GREPAFLOXACIN,4.0,359.4,0.0,2.28,91,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL2090748,organism-based format,,CHEMBL2086285,1,Scientific Literature,J Med Chem,,Antimalarial activity against liver stages of Plasmodium falciparum NF54 in mouse after 72 to 120 hrs by immunofluorescence assay,,,,NF54,NF54,,NF54,5.0
CHEMBL4761531,,,550.7,2.0,5.86,1a,C=CC(=O)Nc1cccc([C@@H](CCc2ccc(OC)c(OC)c2)OC(=O)[C@@H]2CCCCN2C(=O)C(C)(C)CC)c1,IC50,'=',1400.0,nM,5.85,,,UO_0000065,0,CHEMBL4731329,organism-based format,,CHEMBL4725452,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum NF54 assessed as growth inhibition incubated for 72 hrs by renilla luciferase reporter gene assay,,,,NF54,NF54,,NF54,5.85
CHEMBL4792523,,,537.65,2.0,5.06,2c,C=CC(=O)OCC(C)(C)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1ccccc1,IC50,'=',13000.0,nM,4.89,,,UO_0000065,0,CHEMBL4731329,organism-based format,,CHEMBL4725452,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum NF54 assessed as growth inhibition incubated for 72 hrs by renilla luciferase reporter gene assay,,,,NF54,NF54,,NF54,4.89
CHEMBL365916,,,374.44,0.0,3.41,2,N=C(N)c1ccc(OCc2ccc(COc3ccc(C(=N)N)cc3)cc2)cc1,IC50,'=',114.0,nM,6.94,,,UO_0000065,0,CHEMBL926257,organism-based format,,CHEMBL1140635,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D6 by LDH reporter assay,,,,D6,D6,,D6,6.94
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',17.0,nM,7.77,,,UO_0000065,0,CHEMBL4013660,assay format,,CHEMBL4011644,1,Scientific Literature,J Med Chem,,Gametocytocidal activity against transgenic GFP-fused Plasmodium falciparum NF54 ring stage gametocytes after 72 hrs by Mitotracker Red CMH2XRos staining based confocal microscopic method,,,,NF54,NF54,,NF54,7.77
CHEMBL506,PRIMAQUINE,4.0,259.35,0.0,2.78,PQ,COc1cc(NC(C)CCCN)c2ncccc2c1,IC50,'=',1540.0,nM,5.81,,,UO_0000065,0,CHEMBL918323,organism-based format,,CHEMBL1147097,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 gametocytes (stage 4 & 5),,,,W2,W2,,W2,5.81
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',560.0,nM,6.25,,,UO_0000065,0,CHEMBL918324,organism-based format,,CHEMBL1147097,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 asexual gametocytes,,,,W2,W2,,W2,6.25
CHEMBL590435,,,367.41,0.0,4.09,665805,CCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OCC,IC50,'=',153.8,nM,6.81,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.81
CHEMBL3814290,,,287.33,0.0,3.56,6c,C(=N/Nc1nncc2ccccc12)\c1c[nH]c2ccccc12,IC50,'=',13740.0,nM,4.86,,,UO_0000065,0,CHEMBL3817535,organism-based format,,CHEMBL3813669,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum 3D7 trophozoite stage infected in human RBCs assessed as reduction in parasitemia after 48 hrs by Hoechst-3342 staining based flow cytometric analysis,,,,3D7,3D7,,3D7,4.86
CHEMBL3815037,,,301.35,0.0,3.87,6d,Cc1[nH]c2ccccc2c1/C=N/Nc1nncc2ccccc12,IC50,'=',12180.0,nM,4.91,,,UO_0000065,0,CHEMBL3817535,organism-based format,,CHEMBL3813669,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum 3D7 trophozoite stage infected in human RBCs assessed as reduction in parasitemia after 48 hrs by Hoechst-3342 staining based flow cytometric analysis,,,,3D7,3D7,,3D7,4.91
CHEMBL4249272,,,339.3,0.0,3.75,32,Brc1ccc2cc(CNCC3CCNCC3)sc2c1,IC50,'=',53.0,nM,7.28,,,UO_0000065,0,CHEMBL4231440,organism-based format,,CHEMBL4229360,1,Scientific Literature,Eur J Med Chem,,Gametocytocidal activity against Plasmodium falciparum NF54 HGL gametocytes assessed as inhibition of parasite viability after 72 hrs by ONE-Glo reagent based luminescence assay,,,,NF54 HGL,NF54 HGL,,NF54-HGL,7.28
CHEMBL269671,,,282.34,0.0,2.39,1,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',10.0,nM,8.0,,,UO_0000065,0,CHEMBL4430743,organism-based format,,CHEMBL4428111,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant/mefloquine-sensitive Plasmodium falciparum W2 schizonts infected in human erythrocytes assessed as inhibition of parasite invasion after 24 hrs by Diff-Quick staining based microscopic analysis,,,,W2,W2,,W2,8.0
CHEMBL1161,MOMETASONE FUROATE,4.0,521.44,1.0,4.87,Mometasone furoate,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,IC50,'=',1514.0,nM,5.82,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,5.82
CHEMBL5093798,,,453.93,0.0,1.67,JX35,Cl.Cn1cc(CN2CC3(CCN(c4ncc(C(=O)NO)cn4)C3)C2)c2ccc(C#N)cc21,IC50,'=',12.42,nM,7.91,,,UO_0000065,0,CHEMBL5048718,organism-based format,,CHEMBL5046276,1,Scientific Literature,J Med Chem,,Antimalarial activity against late stage (IV) Plasmodium falciparum NF54 gametocytes transfected with p230p-Luc assessed as reduction in gametocyte viability incubated for 48 hrs by luciferase reporter gene based bioluminescence assay,,,,NF54,NF54,,NF54,7.91
CHEMBL588732,,,444.6,0.0,4.99,7564,Cc1ccc(Cn2c(N3CCC(C(=O)NCc4cccs4)CC3)nc3ccccc32)cc1,IC50,'=',825.6,nM,6.08,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.08
CHEMBL1082723,CIPARGAMIN,2.0,390.24,0.0,4.34,NITD609,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,IC50,'=',3.9,nM,8.41,,,UO_0000065,0,CHEMBL1248673,organism-based format,,CHEMBL1240532,1,Scientific Literature,Science,,Antimalarial activity against Plasmodium falciparum Dd2 containing attB site inserted in parasite genome and using CAM promoter driven expressing ATP4 D1247Y mutant after 72 hrs by SYBR green based fluorescence assay,,,,Dd2,Dd2,,Dd2,8.41
CHEMBL269671,,,282.34,0.0,2.39,ART,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',17.34,nM,7.76,,,UO_0000065,0,CHEMBL1248672,organism-based format,,CHEMBL1240532,1,Scientific Literature,Science,,Antimalarial activity against Plasmodium falciparum Dd2 containing attB site inserted in parasite genome and using EF1-alpha promoter driven expressing ATP4 I398F/P990R mutant after 72 hrs by SYBR green based fluorescence assay,,,,Dd2,Dd2,,Dd2,7.76
CHEMBL4764956,,,427.55,0.0,4.01,"1-A, Single Enantiomer",O=C(Cc1ccc(O)cc1)N1CC(CNc2ccccc2)C2(C1)CN(c1ccccc1)C2,IC50,'=',244.0,nM,6.61,,,UO_0000065,0,CHEMBL4737844,organism-based format,,CHEMBL4732202,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against asexual stage (V) Plasmodium falciparum NF54 gametocytes assessed as inhibition of exflagellation of male gametes measured at 15 to 22.5 min by microscopic based analysis,,,,NF54,NF54,,NF54,6.61
