Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Strains,pIC50,potency_label,Representative_pIC50,Flag resistance,Flag Groups,potency_bin,mol_freq,strain_freq,scaffold,umap_cluster
CHEMBL411740,,,467.01,1.0,5.23,3c,CC(C)(C)OC(=O)N1CCN(Cc2ccc(C(c3cccc(Cl)c3)n3ccnc3)cc2)CC1,IC50,'=',5259.0,nM,5.28,,,UO_0000065,0,CHEMBL934478,organism-based format,,CHEMBL1142373,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10 by [3H]hypoxanthine incorporation,D10,5.28,inactive,5.28,chloroquine sensitive,CQS,5-6,4,1503,c1ccc(C(c2ccc(CN3CCNCC3)cc2)n2ccnc2)cc1,241
CHEMBL410474,,,478.04,1.0,7.13,4o,Clc1ccc(C(c2ccccc2)(c2ccc(CN3CCCC3)cc2)n2cnc3ccccc32)cc1,IC50,'=',1029.0,nM,5.99,,,UO_0000065,0,CHEMBL934478,organism-based format,,CHEMBL1142373,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10 by [3H]hypoxanthine incorporation,D10,5.99,inactive,5.99,chloroquine sensitive,CQS,5-6,4,1503,c1ccc(C(c2ccccc2)(c2ccc(CN3CCCC3)cc2)n2cnc3ccccc32)cc1,161
CHEMBL272671,,,445.97,1.0,6.11,4d,Fc1ccc(C(c2ccc(Cl)cc2)(c2ccc(CN3CCCC3)cc2)n2ccnc2)cc1,IC50,'=',118.0,nM,6.93,,,UO_0000065,0,CHEMBL934478,organism-based format,,CHEMBL1142373,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10 by [3H]hypoxanthine incorporation,D10,6.93,active,6.93,chloroquine sensitive,CQS,6-7,4,1503,c1ccc(C(c2ccccc2)(c2ccc(CN3CCCC3)cc2)n2ccnc2)cc1,23
CHEMBL272671,,,445.97,1.0,6.11,4d,Fc1ccc(C(c2ccc(Cl)cc2)(c2ccc(CN3CCCC3)cc2)n2ccnc2)cc1,IC50,'=',82.0,nM,7.09,,,UO_0000065,0,CHEMBL934479,organism-based format,,CHEMBL1142373,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 by [3H]hypoxanthine incorporation,3D7,7.09,active,7.09,chloroquine sensitive,CQS,≥7,4,7375,c1ccc(C(c2ccccc2)(c2ccc(CN3CCCC3)cc2)n2ccnc2)cc1,23
CHEMBL409930,,,497.02,1.0,6.66,4n,Fc1ccc(C(c2ccc(CN3CCCC3)cc2)(c2ccnc3cc(Cl)ccc23)n2ccnc2)cc1,IC50,'=',2.0,nM,8.7,,,UO_0000065,0,CHEMBL934480,organism-based format,,CHEMBL1142373,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 by [3H]hypoxanthine incorporation,W2,8.7,high_potency,8.7,chloroquine resistant,CQR,≥7,4,5923,c1ccc(C(c2ccc(CN3CCCC3)cc2)(c2ccnc3ccccc23)n2ccnc2)cc1,-1
CHEMBL273045,,,383.86,0.0,4.35,9d,O=S(=O)(NNc1ccnc2cc(Cl)ccc12)c1cccc2ccccc12,IC50,'=',599.0,nM,6.22,,,UO_0000065,0,CHEMBL934471,organism-based format,,CHEMBL1142372,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 by [3H]hypoxanthine incorporation,K1,6.22,active,6.22,chloroquine resistant,CQR,6-7,4,5948,O=S(=O)(NNc1ccnc2ccccc12)c1cccc2ccccc12,-1
CHEMBL5312374,,,395.44,0.0,2.97,1799503,CCOc1cccc(N2CCN(C(=O)c3cc(-c4ccc(F)cc4)[nH]n3)CC2)n1,IC50,'=',5010.0,nM,5.3,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.3,inactive,5.415,,,5-6,2,4725,O=C(c1cc(-c2ccccc2)[nH]n1)N1CCN(c2ccccn2)CC1,-1
CHEMBL5434251,,,471.49,0.0,4.45,10,Cc1ccc2[nH]c(NC3CCN(CCc4ccc(-c5noc(C(F)(F)F)n5)cc4)CC3)nc2n1,IC50,'=',82.0,nM,7.09,,,UO_0000065,0,CHEMBL5338524,organism-based format,Erythrocyte,CHEMBL5335864,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum K1 infected in human erythrocytes measured after 48 hrs by [3H]hypoxanthine incorporation assay,K1,7.09,active,7.09,,,≥7,2,5948,c1cnc2nc(NC3CCN(CCc4ccc(-c5ncon5)cc4)CC3)[nH]c2c1,372
CHEMBL5314058,,,348.45,0.0,3.3,1798900,CN1CCC(N(Cc2ccccc2)C(=O)c2cc3cnccc3[nH]2)CC1,IC50,'=',2820.0,nM,5.55,,,UO_0000065,0,CHEMBL4888490,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in Dd2 pLDH assay, at 72h",Dd2,5.55,inactive,5.55,,,5-6,4,3864,O=C(c1cc2cnccc2[nH]1)N(Cc1ccccc1)C1CCNCC1,430
CHEMBL250154,,,508.86,2.0,5.72,4d,C/C(CC(=O)c1ccc(Cl)c(Cl)c1)=N\NC(=S)NCCNc1ccnc2cc(Cl)ccc12,IC50,'=',300.0,nM,6.52,,,UO_0000065,0,CHEMBL941961,organism-based format,,CHEMBL1140574,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum Bre1,Bre1,6.52,active,6.52,chloroquine resistant,CQR,6-7,3,26,O=C(CC=NNC(=S)NCCNc1ccnc2ccccc12)c1ccccc1,251
CHEMBL5311484,,,358.87,0.0,3.35,1801316,Cc1c(CN2CCC(O)(Cn3ccnc3)CC2)[nH]c2c(Cl)cccc12,IC50,'=',1320.0,nM,5.88,,,UO_0000065,0,CHEMBL4888493,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Re-testing in dose-response curve in 3D7 pLDH assay, at 72h",3D7,5.88,inactive,5.836667,,,5-6,13,7375,c1ccc2[nH]c(CN3CCC(Cn4ccnc4)CC3)cc2c1,23
CHEMBL5311484,,,358.87,0.0,3.35,1801316,Cc1c(CN2CCC(O)(Cn3ccnc3)CC2)[nH]c2c(Cl)cccc12,IC50,'=',1380.0,nM,5.86,,,UO_0000065,0,CHEMBL4888493,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Re-testing in dose-response curve in 3D7 pLDH assay, at 72h",3D7,5.86,inactive,5.836667,,,5-6,13,7375,c1ccc2[nH]c(CN3CCC(Cn4ccnc4)CC3)cc2c1,23
CHEMBL3084853,,,633.82,2.0,6.14,16,CC(=O)O[C@H]1C[C@H]2[C@@H]([C@H](OC(C)=O)C[C@@H]3CC4(CC[C@@]32C)OOC2(CCC(C)CC2)OO4)[C@@H]2CCC(C(C)CCC(N)=O)[C@@]12C,IC50,'=',20.04,nM,7.7,,,UO_0000065,0,CHEMBL767074,organism-based format,,CHEMBL1135585,1,Scientific Literature,J Med Chem,,In vitro inhibitory activity against chloroquine-sensitive Plasmodium falciparum African D6,D6,7.7,high_potency,8.315,chloroquine sensitive,CQS,≥7,4,2297,C1CCC2(CC1)OOC1(CCC3C(CCC4C5CCCC5CCC34)C1)OO2,271
CHEMBL5310641,,,373.93,0.0,4.01,1800717,Clc1cccc(N2CC[C@H](CNC3CCN(Cc4ccco4)CC3)C2)c1,IC50,'=',3720.0,nM,5.43,,,UO_0000065,0,CHEMBL4888489,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 pLDH assay, at 72h",NF54,5.43,inactive,5.39,,,5-6,4,4725,c1ccc(N2CCC(CNC3CCN(Cc4ccco4)CC3)C2)cc1,-1
CHEMBL1162141,,,1320.0,,,1,NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)O,IC50,'=',1590.0,nM,5.8,,,UO_0000065,0,CHEMBL952919,organism-based format,,CHEMBL1143839,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum W2 as reduced [3H]thymidine uptake after 18 hrs,W2,5.8,inactive,5.8,,,5-6,1,5923,,-1
CHEMBL517595,,,484.03,0.0,4.15,13,CCN(CCNc1ccnc2cc(Cl)ccc12)CCNS(=O)(=O)c1cccc2cccnc12,IC50,'=',443.0,nM,6.35,,,UO_0000065,0,CHEMBL1018965,organism-based format,,CHEMBL1139313,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum Dd2 after 72 hrs,Dd2,6.35,active,6.35,chloroquine resistant,CQR,6-7,2,3864,O=S(=O)(NCCNCCNc1ccnc2ccccc12)c1cccc2cccnc12,-1
CHEMBL5279315,,,291.82,1.0,5.0,15e,CCCCCCCc1c(C)[nH]c2cc(Cl)ccc2c1=O,IC50,'=',6.0,nM,8.22,,,UO_0000065,0,CHEMBL5244558,organism-based format,Erythrocyte,CHEMBL5244209,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum D6 infected in human Erythrocyte measured after 72 hrs by SYBR green fluorescence dye based microplate reader analysis,D6,8.22,high_potency,8.22,,,≥7,3,2297,O=c1cc[nH]c2ccccc12,443
CHEMBL5266501,,,273.38,0.0,4.06,15h,CCCCCCCc1c(C)[nH]c2cc(O)ccc2c1=O,IC50,'=',824.0,nM,6.08,,,UO_0000065,0,CHEMBL5244559,organism-based format,Erythrocyte,CHEMBL5244209,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum Tm90-C2B infected in human Erythrocyte measured after 72 hrs by SYBR green fluorescence dye based microplate reader analysis,TM90-C2B,6.08,active,6.08,,,6-7,3,264,O=c1cc[nH]c2ccccc12,443
CHEMBL5308851,,,311.43,0.0,3.17,1791763,COc1ccc2c(N3CC[C@H](CN4CCCC4)C3)ccnc2c1,IC50,'=',525.0,nM,6.28,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,6.28,active,6.203333,,,6-7,4,4725,c1ccc2c(N3CCC(CN4CCCC4)C3)ccnc2c1,257
CHEMBL3883652,,,374.49,0.0,4.02,1782139,Cc1cccc(Nc2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c1,IC50,'=',1150.0,nM,5.94,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.94,inactive,5.915,,,5-6,4,4725,c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,313
CHEMBL93286,,,438.02,1.0,7.27,9g,CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)cc(C2CCCCC2)c1O,IC50,'=',14.5,nM,7.84,,,UO_0000065,0,CHEMBL763696,organism-based format,,CHEMBL1132310,1,Scientific Literature,J Med Chem,,In vitro inhibitory activity against chloroquine-resistant Plasmodium falciparum K1,K1,7.84,high_potency,7.84,chloroquine resistant,CQR,≥7,2,5948,c1cc(Nc2ccnc3ccccc23)cc(C2CCCCC2)c1,389
CHEMBL1770679,,,459.58,0.0,4.26,9,C[C@H]1[C@H](OC(=O)CCN(C)Cc2ccccc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',5.3,nM,8.28,,,UO_0000065,0,CHEMBL1772877,organism-based format,,CHEMBL1770072,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10,D10,8.28,high_potency,8.28,chloroquine sensitive,CQS,≥7,2,1503,O=C(CCNCc1ccccc1)OC1CC2CCCC3CCC4OOC32C(O4)O1,72
CHEMBL4853947,,,437.54,0.0,3.51,3f,Cc1ccc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)c(C)c1,IC50,'=',4.0,nM,8.4,,,UO_0000065,0,CHEMBL4811594,organism-based format,,CHEMBL4811220,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against multidrug-resistant asexual intraerythrocytic stage of Plasmodium falciparum Dd2 assessed as inhibition of parasite growth incubated for 48 hrs followed by addition of [3H]hypoxanthine for 24 hrs by [3H]hypoxanthine incorporation assay,Dd2,8.4,high_potency,8.4,multidrug resistant,MDR,≥7,2,3864,O=C(CN(Cc1ccccc1)C(=O)c1ccccc1)NC1CCCCC1,253
CHEMBL5419974,,,341.54,0.0,3.51,1798925,CC1(N2CCC2)CCC(NCC2CCN(Cc3ccccc3)C2)CC1,IC50,'=',1100.0,nM,5.96,,,UO_0000065,0,CHEMBL5393221,organism-based format,,CHEMBL5390311,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against drug-sensitive Plasmodium falciparum 3D7 assessed as parasite growth inhibition incubated for 72 hrs by LDH assay,3D7,5.96,inactive,5.96,drug sensitive,MDS,5-6,2,7375,c1ccc(CN2CCC(CNC3CCC(N4CCC4)CC3)C2)cc1,42
CHEMBL2164257,FOSMIDOMYCIN SODIUM,,205.08,0.0,-0.6,1,O=CN(O)CCCP(=O)([O-])O,IC50,'=',1100.0,nM,5.96,,,UO_0000065,0,CHEMBL5387095,organism-based format,,CHEMBL5385862,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against asexual blood stage chloroquine-resistant Plasmodium falciparum Dd2 assessed as inhibition of parasitic growth,Dd2,5.96,inactive,6.012,asexual blood stage chloroquine resistant,CQR,5-6,9,3864,,-1
CHEMBL1803097,,,441.32,1.0,7.77,19,Oc1ccc2ccccc2c1-c1cc2nc3cc(Cl)c(Cl)cc3nc2c2ccccc12,IC50,'=',5050.0,nM,5.3,,,UO_0000065,0,CHEMBL1805094,organism-based format,,CHEMBL1800050,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 infected in human erythrocytes assessed as inhibition of parasite growth after 72 hrs by Geimsa staining based light microscopic analysis,NF54,5.3,inactive,5.3,chloroquine sensitive,CQS,5-6,1,4725,c1ccc2c(-c3cc4nc5ccccc5nc4c4ccccc34)cccc2c1,-1
CHEMBL2368174,,,470.53,1.0,5.86,12,C[C@H]1[C@@H](CCOCc2ccc(C(F)(F)F)cc2)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',4.24,nM,8.37,,,UO_0000065,0,CHEMBL762814,organism-based format,,CHEMBL1132557,1,Scientific Literature,J Med Chem,,In vitro antimalarial activity against chloroquine-sensitive Plasmodium falciparum HB3,HB3,8.37,high_potency,8.4,chloroquine sensitive,CQS,≥7,4,983,c1ccc(COCCC2CC3CCCC4CCC5OOC43C(O2)O5)cc1,321
CHEMBL5425316,,,606.72,2.0,6.2,7,C=CC1=C(C)C2=N/C1=C\C1=N/C(=C\C3=C(C)C4=C(O)[C@H](C(=O)OC)/C(=C5/N/C(=C\2)[C@@H](C)[C@@H]5CCC(=O)OC)C4=N3)C(CC)=C1C,IC50,'=',4490.0,nM,5.35,,,UO_0000065,0,CHEMBL5392852,organism-based format,,CHEMBL5390285,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against synchronized ring stage Plasmodium falciparum 3D7 infected in human erythrocytes assessed as inhibition of parasite proliferation preincubated for 48 hrs followed by [3H]-hypoxanthine incorporation and measured after 24 hrs by microbeta liquid scintillation counter analysis,3D7,5.35,inactive,5.35,,,5-6,1,7375,C1=CC2=NC1=CC1=CC3=CCC(=C4CCC(=CC5=NC(=C2)C=C5)N4)C3=N1,-1
CHEMBL60144,,,228.29,0.0,1.71,6a,OC12CCCCC1C1CCCCC1(O)OO2,IC50,'=',100.0,nM,7.0,,,UO_0000065,0,CHEMBL763539,organism-based format,,CHEMBL1136538,1,Scientific Literature,Bioorg Med Chem Lett,,In vitro anti-protozoal activity against Plasmodium falciparum Ghana,GHA,7.0,active,7.0,,,6-7,1,164,C1CCC2C(C1)OOC1CCCCC12,365
CHEMBL3945686,,,211.31,0.0,2.13,8b,CCCCCCCCn1cc(CO)nn1,IC50,'=',13300.0,nM,4.88,,,UO_0000065,0,CHEMBL5361499,organism-based format,,CHEMBL5360535,1,Scientific Literature,RSC Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D6 assessed as parasite growth inhibition incubated for 48 hrs by LDH assay,D6,4.88,inactive,4.88,chloroquine sensitive,CQS,≤5,2,2297,c1c[nH]nn1,480
CHEMBL5399329,,,273.29,0.0,1.79,UCH0085,C=CC(=O)Nc1ccc2nc(N3CCOCC3)oc2c1,IC50,'=',21200.0,nM,4.67,,,UO_0000065,0,CHEMBL5366812,organism-based format,,CHEMBL5365444,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against asexual blood stage Plasmodium falciparum 3D7 assessed as reduction in parasite viability measured after 72 hrs by Hoechst/Mitotracker Deep Red staining based high content imaging analysis,3D7,4.67,inactive,4.67,,,≤5,1,7375,c1ccc2oc(N3CCOCC3)nc2c1,-1
CHEMBL5405239,,,257.34,0.0,2.33,UCH0080,C=CC(=O)Nc1ccc2ccn(CCN(C)C)c2c1,IC50,'=',59500.0,nM,4.22,,,UO_0000065,0,CHEMBL5366811,organism-based format,,CHEMBL5365444,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against asexual blood stage Plasmodium falciparum Cam3.II harboring wildtype K13 assessed as reduction in parasite viability measured after 72 hrs by Hoechst/Mitotracker Deep Red staining based high content imaging analysis,Cam 3.II,4.23,inactive,4.135,,,≤5,3,6,c1ccc2[nH]ccc2c1,-1
CHEMBL5411555,,,327.35,0.0,2.26,UCH0082,C=CC(=O)NCc1cc(C(F)(F)F)ccc1N1CCN(C)CC1,IC50,'=',54900.0,nM,4.26,,,UO_0000065,0,CHEMBL5366812,organism-based format,,CHEMBL5365444,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against asexual blood stage Plasmodium falciparum 3D7 assessed as reduction in parasite viability measured after 72 hrs by Hoechst/Mitotracker Deep Red staining based high content imaging analysis,3D7,4.26,inactive,4.26,,,≤5,2,7375,c1ccc(N2CCNCC2)cc1,490
CHEMBL3218740,,,303.7,0.0,2.52,1-HH,O=C1c2cc3c(cc2NC1(O)c1ccc(Cl)cc1)OCO3,IC50,'=',1027.0,nM,5.99,,,UO_0000065,0,CHEMBL3222719,organism-based format,,CHEMBL3217635,1,Scientific Literature,Medchemcomm,,Antiplasmodial activity against Plasmodium falciparum FcB1,FcB1,5.99,inactive,5.99,,,5-6,1,748,O=C1c2cc3c(cc2NC1c1ccccc1)OCO3,-1
CHEMBL369051,,,410.42,0.0,3.86,35c,CCc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.O=S(=O)([O-])C(F)(F)F,IC50,'=',480.0,nM,6.32,,,UO_0000065,0,CHEMBL753455,organism-based format,,CHEMBL1134377,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1,K1,6.32,active,6.32,chloroquine resistant,CQR,6-7,1,5948,c1ccc2[nH+]c3c(cc2c1)[nH]c1ccccc13,289
CHEMBL5415214,,,398.89,0.0,3.25,7,CCc1nc(N)nc(N)c1Cc1cccc(-c2cccc(C(=O)OC)c2)c1,IC50,'=',40000.0,nM,4.4,,,UO_0000065,0,CHEMBL5357337,organism-based format,Erythrocyte,CHEMBL5356935,1,Scientific Literature,RSC Med Chem,,Antiplasmodial activity against PYR-resistant Plasmodium falciparum V1/S encoding QM DHFR infected in human erythrocytes assessed as inhibition of parasite growth by [3H]-hypoxanthine incorporation assay,V1/S,4.4,inactive,4.4,pyr resistant,PYRR,≤5,2,202,c1ccc(-c2cccc(Cc3cncnc3)c2)cc1,-1
CHEMBL3234097,,,417.41,0.0,4.49,62,CS(=O)(=O)c1ccc(-c2ccc3ncc(-c4ccc(C(F)(F)F)cc4)n3n2)cc1,IC50,'=',764.0,nM,6.12,,,UO_0000065,0,CHEMBL3241687,organism-based format,,CHEMBL3232977,1,Scientific Literature,J Med Chem,,Antimalarial activity against drug-sensitive Plasmodium falciparum NF54,NF54,6.12,active,6.12,drug sensitive,MDS,6-7,2,4725,c1ccc(-c2ccc3ncc(-c4ccccc4)n3n2)cc1,146
CHEMBL3262122,,,350.42,0.0,2.76,7a,CN1CCN(Cc2c(O)ccc3c2O/C(=C\c2ccccc2)C3=O)CC1,IC50,'=',4010.0,nM,5.4,,,UO_0000065,0,CHEMBL3268300,organism-based format,,CHEMBL3259771,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant ring stage Plasmodium falciparum W2 infected in human RBC after 48 hrs by flow cytometric analysis,W2,5.4,inactive,5.4,chloroquine resistant,CQR,5-6,1,5923,O=C1C(=Cc2ccccc2)Oc2c(CN3CCNCC3)cccc21,461
CHEMBL369068,,,441.49,0.0,3.23,17,N=C(N)c1cccc(NC(=O)Nc2ccc(S(=O)(=O)NCc3cccc(F)c3)cc2)c1,IC50,'=',500.0,nM,6.3,,,UO_0000065,0,CHEMBL763036,organism-based format,,CHEMBL1147526,1,Scientific Literature,Bioorg Med Chem Lett,,In vitro antimalarial activity against Plasmodium falciparum Dd2,Dd2,6.3,active,6.3,,,6-7,1,3864,O=C(Nc1ccccc1)Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1,296
CHEMBL5406769,,,398.89,0.0,3.25,3,CCc1nc(N)nc(N)c1Cc1ccc(-c2cccc(C(=O)OC)c2)cc1,IC50,'=',720.0,nM,6.14,,,UO_0000065,0,CHEMBL5357336,organism-based format,Erythrocyte,CHEMBL5356935,1,Scientific Literature,RSC Med Chem,,Antiplasmodial activity against PYR-sensitive Plasmodium falciparum TM4/8.2 encoding WT DHFR infected in human erythrocytes assessed as inhibition of parasite growth by [3H]-hypoxanthine incorporation assay,TM4/8.2,6.14,active,6.14,pyr sensitive,PYRS,6-7,2,164,c1ccc(-c2ccc(Cc3cncnc3)cc2)cc1,-1
CHEMBL1235,DESETHYL AMODIAQUINE,,327.82,0.0,4.45,DQ,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,IC50,'=',16.0,nM,7.8,,,UO_0000065,0,CHEMBL5345208,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as reduction in parasite growth incubated for 36 hrs by Giemsa staining based microscopic analysis,3D7,7.8,high_potency,7.751667,chloroquine sensitive,CQS,≥7,70,7375,c1ccc(Nc2ccnc3ccccc23)cc1,8
CHEMBL5395947,,,464.36,1.0,5.1,5,COc1ccc2c3ccnc(C)c3n(CCNC(=O)/C=C/c3ccc(Br)cc3)c2c1,IC50,'=',410.0,nM,6.39,,,UO_0000065,0,CHEMBL5368271,organism-based format,,CHEMBL5365475,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against erythrocytic stage of chloroquine-sensitive Plasmodium falciparum 3D7 measured after 3 days by HRP2-ELISA analysis,3D7,6.39,active,6.39,erythrocytic stage of chloroquine sensitive,CQS,6-7,1,7375,O=C(C=Cc1ccccc1)NCCn1c2ccccc2c2ccncc21,151
CHEMBL3290639,,,811.98,2.0,1.43,5,CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)c2cccc(c2)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)CC)NC1=O,IC50,'=',4000.0,nM,5.4,,,UO_0000065,0,CHEMBL3294628,organism-based format,,CHEMBL3286375,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against asexual blood stage chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasite growth inhibition by image-based assay,3D7,5.4,inactive,5.4,asexual blood stage chloroquine sensitive,CQS,5-6,1,7375,O=C1CNC(=O)CNC(=O)c2cccc(c2)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN1,391
CHEMBL58510,CHLOROQUINE PHOSPHATE,4.0,515.87,0.0,4.81,Chloroquinediphosphate,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',5.0,nM,8.3,,,UO_0000065,0,CHEMBL5361888,organism-based format,,CHEMBL5360542,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as reduction in parasite growth,3D7,8.3,high_potency,7.641429,chloroquine sensitive,CQS,≥7,80,7375,c1ccc2ncccc2c1,35
CHEMBL5411996,,,401.47,0.0,4.24,71f,COc1ccc(/C=C/C(=O)NCCOc2ccc3c(c2)[nH]c2c(C)nccc23)cc1,IC50,'=',1090.0,nM,5.96,,,UO_0000065,0,CHEMBL5361891,organism-based format,Erythrocyte,CHEMBL5360542,1,Scientific Literature,Eur J Med Chem,CHEMBL3833281,Antiplasmodial activity against chloroquine-resistant erythrocyte stage Plasmodium falciparum Dd2 assessed as inhibition of parasite growth incubated for 3 days by ELISA,Dd2,5.96,inactive,5.96,chloroquine resistant,CQR,5-6,2,3864,O=C(C=Cc1ccccc1)NCCOc1ccc2c(c1)[nH]c1cnccc12,382
CHEMBL78448,,,273.34,0.0,3.27,83,N#Cc1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,IC50,'=',1100.0,nM,5.96,,,UO_0000065,0,CHEMBL5361892,organism-based format,Erythrocyte,CHEMBL5360542,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against multi-resistant Plasmodium falciparum W2 infected in erythrocytes assessed as inhibition of parasite growth incubated for 48 hrs by flow cytometry,W2,5.96,inactive,5.96,multi resistant,MDR,5-6,2,5923,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,460
CHEMBL356238,,,466.03,0.0,4.13,6a,O=C(NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1)c1ccccc1,IC50,'=',80.6,nM,7.09,,,UO_0000065,0,CHEMBL758311,organism-based format,,CHEMBL1136806,1,Scientific Literature,J Med Chem,,In vitro antimalarial activity against Plasmodium falciparum FcB1,FcB1,7.09,active,7.09,,,≥7,2,748,O=C(NCCCN1CCN(CCCNc2ccnc3ccccc23)CC1)c1ccccc1,427
