,Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Strains,pIC50,potency_label,Representative_pIC50,Flag resistance,Flag Groups,potency_bin,mol_freq,strain_freq,strain_norm
10782,CHEMBL249645,,,459.5,0.0,2.92,9,COC(=O)C1C(=O)C(C(=O)OC)[C@H](c2ccccn2)N(Cc2ccccc2)[C@@H]1c1ccccn1,IC50,'=',10200.0,nM,4.99,,,UO_0000065,0,CHEMBL926627,organism-based format,,CHEMBL1140714,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum NF54 after 24 hrs,NF54,4.99,inactive,4.975,,,<=5.0,2,4725,NF54
10783,CHEMBL398522,,,411.46,0.0,4.12,28,COC(=O)c1c(-c2ccccn2)n(Cc2ccc(C)cc2)c(-c2ccccn2)cc1=O,IC50,'=',9100.0,nM,5.04,,,UO_0000065,0,CHEMBL926627,organism-based format,,CHEMBL1140714,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum NF54 after 24 hrs,NF54,5.04,inactive,4.72,,,5.0-6.0,2,4725,NF54
10784,CHEMBL486496,,,486.49,1.0,5.44,6c,NC(=O)CN1CCC2(N3CCCCC3)CC(c3ccc(Cl)cc3)C1C(c1ccc(Cl)cc1)C2,IC50,'=',1570.0,nM,5.8,,,UO_0000065,0,CHEMBL957274,organism-based format,,CHEMBL1150424,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine and pyrimethamine-resistant Plasmodium falciparum K1 after 48 hrs,K1,5.8,inactive,5.8,chloroquine and pyrimethamine resistant,"CQR, PYRR",5.0-6.0,1,5948,K1
10785,CHEMBL487514,,,515.53,2.0,6.52,3c,CCOC(=O)CN1CCC2(N3CCCCC3)CC(c3ccc(Cl)cc3)C1C(c1ccc(Cl)cc1)C2,IC50,'=',1010.0,nM,6.0,,,UO_0000065,0,CHEMBL957274,organism-based format,,CHEMBL1150424,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine and pyrimethamine-resistant Plasmodium falciparum K1 after 48 hrs,K1,6.0,active,6.0,chloroquine and pyrimethamine resistant,"CQR, PYRR",5.0-6.0,1,5948,K1
10786,CHEMBL519805,,,415.41,1.0,5.85,2b,Clc1ccc([C@@H]2CC3(N4CCCC4)CCNC2[C@H](c2ccc(Cl)cc2)C3)cc1,IC50,'=',250.0,nM,6.6,,,UO_0000065,0,CHEMBL957274,organism-based format,,CHEMBL1150424,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine and pyrimethamine-resistant Plasmodium falciparum K1 after 48 hrs,K1,6.6,active,6.6,chloroquine and pyrimethamine resistant,"CQR, PYRR",6.0-7.5,1,5948,K1
10788,CHEMBL563357,,,394.48,0.0,1.8,16,c1cc(OCCCCCOc2ccnc(C3=NCCN3)c2)cc(C2=NCCN2)n1,IC50,'=',4260.0,nM,5.37,,,UO_0000065,0,CHEMBL837874,organism-based format,,CHEMBL1158484,1,Scientific Literature,J Med Chem,,Antiplasmodial activity after 48 hrs against chloroquine-resistant Plasmodium falciparum K1 infected human erythrocytes by [3H]hypoxanthine uptake,K1,5.37,inactive,5.37,chloroquine resistant,CQR,5.0-6.0,1,5948,K1
10789,CHEMBL5395534,,,539.04,2.0,6.01,4a,Cc1ccc2c(c1)C(=O)N([C@H](CC(C)C)c1nc3ccccc3n1Cc1cn(-c3ccc(Cl)cc3)nn1)C2=O,IC50,'=',640.0,nM,6.19,,,UO_0000065,0,CHEMBL5339214,organism-based format,,CHEMBL5338711,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum 3D7,3D7,6.19,active,6.16,,,6.0-7.5,3,7375,3D7
10790,CHEMBL5429730,,,468.39,0.0,4.41,63,Clc1cccc(-c2nnn(CCCN3CCN(c4ccnc5cc(Cl)ccc45)CC3)n2)c1,IC50,'=',10680.0,nM,4.97,,,UO_0000065,0,CHEMBL5337621,organism-based format,Erythrocyte,CHEMBL5335820,1,Scientific Literature,RSC Med Chem,,Antiplasmodial activity against chloroquine sensitive Plasmodium falciparum 3D7 infected in human erythrocytes assessed as inhibition of parasite growth incubated for 72 hrs by SYBR green I staining based fluorescence plate reader analysis,3D7,4.97,inactive,4.97,chloroquine sensitive,CQS,<=5.0,2,7375,3D7
10791,CHEMBL5406076,,,494.0,0.0,3.77,72,COc1ccc(-c2nnn(CCCN3CCN(c4ccnc5cc(Cl)ccc45)CC3)n2)cc1OC,IC50,'=',4840.0,nM,5.32,,,UO_0000065,0,CHEMBL5337621,organism-based format,Erythrocyte,CHEMBL5335820,1,Scientific Literature,RSC Med Chem,,Antiplasmodial activity against chloroquine sensitive Plasmodium falciparum 3D7 infected in human erythrocytes assessed as inhibition of parasite growth incubated for 72 hrs by SYBR green I staining based fluorescence plate reader analysis,3D7,5.32,inactive,5.32,chloroquine sensitive,CQS,5.0-6.0,2,7375,3D7
10792,CHEMBL5419085,,,451.89,0.0,3.03,81,O=C(Cn1nnc(-c2cccc(F)c2)n1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,IC50,'=',8140.0,nM,5.09,,,UO_0000065,0,CHEMBL5337621,organism-based format,Erythrocyte,CHEMBL5335820,1,Scientific Literature,RSC Med Chem,,Antiplasmodial activity against chloroquine sensitive Plasmodium falciparum 3D7 infected in human erythrocytes assessed as inhibition of parasite growth incubated for 72 hrs by SYBR green I staining based fluorescence plate reader analysis,3D7,5.09,inactive,5.09,chloroquine sensitive,CQS,5.0-6.0,2,7375,3D7
10793,CHEMBL5436056,,,263.28,0.0,3.77,130,N#C/C(=C\c1cccc(F)c1)c1nc2ccccc2[nH]1,IC50,'=',53320.0,nM,4.27,,,UO_0000065,0,CHEMBL5326405,organism-based format,Erythrocyte,CHEMBL5325415,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Chloroquine-resistant Plasmodium falciparum RKL9 infected in human erythrocytes assessed as inhibition of parasite growth incubated for 72 hrs by Giemsa staining based analysis,RKL9,4.27,inactive,4.27,chloroquine resistant,CQR,<=5.0,2,105,RKL9
10794,CHEMBL5415535,,,261.28,0.0,3.33,127,N#C/C(=C\c1ccc(O)cc1)c1nc2ccccc2[nH]1,IC50,'=',47650.0,nM,4.32,,,UO_0000065,0,CHEMBL5326406,organism-based format,Erythrocyte,CHEMBL5325415,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes assessed as inhibition of parasite growth incubated for 72 hrs by Giemsa staining based analysis,3D7,4.32,inactive,4.32,chloroquine sensitive,CQS,<=5.0,1,7375,3D7
10795,CHEMBL327009,,,290.28,0.0,3.54,128,N#C/C(=C\c1ccc([N+](=O)[O-])cc1)c1nc2ccccc2[nH]1,IC50,'=',68940.0,nM,4.16,,,UO_0000065,0,CHEMBL5326406,organism-based format,Erythrocyte,CHEMBL5325415,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes assessed as inhibition of parasite growth incubated for 72 hrs by Giemsa staining based analysis,3D7,4.16,inactive,4.16,chloroquine sensitive,CQS,<=5.0,1,7375,3D7
10796,CHEMBL114935,,,290.28,0.0,3.54,129,N#C/C(=C\c1cccc([N+](=O)[O-])c1)c1nc2ccccc2[nH]1,IC50,'=',64800.0,nM,4.19,,,UO_0000065,0,CHEMBL5326406,organism-based format,Erythrocyte,CHEMBL5325415,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes assessed as inhibition of parasite growth incubated for 72 hrs by Giemsa staining based analysis,3D7,4.19,inactive,4.19,chloroquine sensitive,CQS,<=5.0,1,7375,3D7
10797,CHEMBL5436056,,,263.28,0.0,3.77,130,N#C/C(=C\c1cccc(F)c1)c1nc2ccccc2[nH]1,IC50,'=',22220.0,nM,4.65,,,UO_0000065,0,CHEMBL5326406,organism-based format,Erythrocyte,CHEMBL5325415,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes assessed as inhibition of parasite growth incubated for 72 hrs by Giemsa staining based analysis,3D7,4.65,inactive,4.65,chloroquine sensitive,CQS,<=5.0,2,7375,3D7
10798,CHEMBL5426764,,,726.64,3.0,4.04,144,O=C(/C=C\c1ccc(O)c(O)c1)O[C@H]1CO[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](OC(=O)/C=C/c2ccc(O)cc2)[C@H]1O,IC50,'=',2800.0,nM,5.55,,,UO_0000065,0,CHEMBL5326410,organism-based format,RBC,CHEMBL5325415,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human RBC assessed as inhibition of parasite growth measured after 72 hrs by Malstat assay,W2,5.55,inactive,5.55,chloroquine resistant,CQR,5.0-6.0,2,5923,W2
10799,CHEMBL1082478,,,414.31,1.0,6.65,4; VU0123773,Brc1ccc2[nH]cc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)c2c1,IC50,'=',2240.0,nM,5.65,,,UO_0000065,0,CHEMBL3875107,cell-based format,,CHEMBL3872286,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against chloroquine-sensitive asexual erythrocyte stage of Plasmodium falciparum D6 infected in human type O+ erythrocytes assessed as growth inhibition incubated for 48 hrs by NBT dye based LDH release assay,D6,5.65,inactive,5.65,chloroquine sensitive,CQS,5.0-6.0,1,2297,D6
10800,CHEMBL5268191,,,448.56,1.0,5.44,31c,CC1=C(C(O)(c2ccccc2)c2ccccc2)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',4.5,nM,8.35,,,UO_0000065,0,CHEMBL5246790,organism-based format,,CHEMBL5244272,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum NF54,NF54,8.35,high_potency,8.35,,,>=7.5,1,4725,NF54
10801,CHEMBL5276548,,,292.29,0.0,2.03,121a,COc1cc(C2OOC3(C)C=CC(=O)CC3O2)ccc1O,IC50,'=',1240.0,nM,5.91,,,UO_0000065,0,CHEMBL5246795,organism-based format,,CHEMBL5244272,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7,3D7,5.91,inactive,5.91,,,5.0-6.0,2,7375,3D7
10802,CHEMBL1780023,,,655.82,2.0,5.94,MDG 435,CCOc1ccc(N(C(=O)c2snc(C(=O)NC3CCCCC3)c2N)[C@H](C(=O)NCCc2ccccc2)c2ccc(OC)cc2)cc1,IC50,'=',350.0,nM,6.46,,,UO_0000065,0,CHEMBL1780853,organism-based format,,CHEMBL1777683,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against Plasmodium falciparum 3D7 infected in RBC assessed as parasite-specific lactate dehydrogenase release,3D7,6.46,active,6.46,,,6.0-7.5,1,7375,3D7
10803,CHEMBL121055,,,606.03,2.0,7.57,67,O=C(/C=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)Nc1ccc(NC(=O)Cc2ccc(Cl)cc2)c(C(=O)c2ccccc2)c1,IC50,'=',64.0,nM,7.19,,,UO_0000065,0,CHEMBL5260892,organism-based format,,CHEMBL5260792,1,Scientific Literature,Medchemcomm,,Antiplasmodial activity against multidrug resistant Plasmodium falciparum Dd2 assessed as reduction in parasite growth,Dd2,7.19,active,7.19,multidrug resistant,MDR,6.0-7.5,2,3864,Dd2
10804,CHEMBL523764,,,521.07,1.0,4.44,16,CN1CCN(C(=O)c2cc(NC(=O)CN3CCCCC3)cc(Nc3ccnc4cc(Cl)ccc34)c2)CC1,IC50,'=',51.2,nM,7.29,,,UO_0000065,0,CHEMBL979956,organism-based format,,CHEMBL1140975,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity after 24 hrs against chloroquine-resistant Plasmodium falciparum K1/Thailand by [3H]hypoxanthine uptake,K1,7.29,active,7.29,chloroquine resistant,CQR,6.0-7.5,3,5948,K1
10805,CHEMBL3038041,,,427.44,0.0,2.6,11h,C[C@@H]1CC[C@H]2C(CNS(C)(=O)=O)=C(C(F)(F)F)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',20.0,nM,7.7,,,UO_0000065,0,CHEMBL762020,organism-based format,,CHEMBL1149097,1,Scientific Literature,J Med Chem,,In vitro inhibitory concentration against chloroquine-resistant Plasmodium falciparum FcB1,FcB1,7.7,high_potency,7.7,chloroquine resistant,CQR,>=7.5,1,748,FcB1
10806,CHEMBL492914,,,415.37,1.0,5.42,3j,CCN1CCN(Cc2cc(Nc3ccnc4cc(Cl)ccc34)ccc2Cl)CC1,IC50,'=',9.6,nM,8.02,,,UO_0000065,0,CHEMBL958385,organism-based format,,CHEMBL1153384,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum HB3,HB3,8.02,high_potency,8.02,chloroquine sensitive,CQS,>=7.5,3,983,HB3
10807,CHEMBL492913,,,430.42,1.0,7.69,3i,CCCCN(CCCC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1Cl,IC50,'=',96.3,nM,7.02,,,UO_0000065,0,CHEMBL958384,organism-based format,,CHEMBL1153384,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum TM6,TM6,7.02,active,7.02,chloroquine resistant,CQR,6.0-7.5,3,38,TM6
10808,CHEMBL492326,,,386.33,1.0,6.27,3f,Clc1ccc2c(Nc3ccc(Cl)c(CN4CCCCC4)c3)ccnc2c1,IC50,'=',12.3,nM,7.91,,,UO_0000065,0,CHEMBL958385,organism-based format,,CHEMBL1153384,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum HB3,HB3,7.91,high_potency,7.91,chloroquine sensitive,CQS,>=7.5,3,983,HB3
10809,CHEMBL4284677,,,383.45,0.0,2.36,1b,CC(C)(C)NC(=O)CN(Cc1ccc(C(=O)NO)cc1)C(=O)c1ccccc1,IC50,'=',54.0,nM,7.27,,,UO_0000065,0,CHEMBL4268525,organism-based format,,CHEMBL4265952,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against multidrug-resistant asexual ring stage Plasmodium falciparum Dd2 infected in human erythrocytes by [3H]-hypoxanthine incorporation assay,Dd2,7.27,active,7.27,multidrug resistant,MDR,6.0-7.5,2,3864,Dd2
10810,CHEMBL486762,STRYCHNOFURANINE,,570.83,2.0,8.5,63,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1C1CCC([C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C/C2=C/C)C1,IC50,'=',4110.0,nM,5.39,,,UO_0000065,0,CHEMBL1009030,organism-based format,,CHEMBL1150125,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum FCA 20/ Ghana by [3H]hypoxanthine uptake,FCA20,5.39,inactive,5.39,chloroquine sensitive,CQS,5.0-6.0,3,49,FCA20
10811,CHEMBL459422,,,385.5,0.0,3.74,45,C/C=C1\CC2CCC3c4c(cccc4OC)NC3[C@@H]2C[C@@H]1[C@H](CO)C(=O)OC,IC50,'=',13600.0,nM,4.87,,,UO_0000065,0,CHEMBL1009030,organism-based format,,CHEMBL1150125,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum FCA 20/ Ghana by [3H]hypoxanthine uptake,FCA20,4.87,inactive,4.87,chloroquine sensitive,CQS,<=5.0,3,49,FCA20
10812,CHEMBL496076,ISOSTRYCHNOPENTAMINE,,553.8,2.0,6.26,49,CC[C@H]1CN2CCC3c4ccc(O)c([C@@H]5CCCN5C)c4NC3[C@@H]2C[C@@H]1C[C@H]1c2[nH]c3ccccc3c2CCN1C,IC50,'=',120.0,nM,6.92,,,UO_0000065,0,CHEMBL1009030,organism-based format,,CHEMBL1150125,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum FCA 20/ Ghana by [3H]hypoxanthine uptake,FCA20,6.92,active,6.92,chloroquine sensitive,CQS,6.0-7.5,3,49,FCA20
10813,CHEMBL4104030,,,417.48,1.0,5.01,66,C[C@@H]1CN(C(=O)c2sc3ccccc3c2OCc2ccc(F)c(F)c2)C[C@H](C)O1,IC50,'=',141.0,nM,6.85,,,UO_0000065,0,CHEMBL3999123,assay format,,CHEMBL3997803,1,Scientific Literature,J Med Chem,,Anti-parasitic activity against CQ-sensitive Plasmodium falciparum D10 assessed as growth inhibition by measuring increase in LDH release after 72 hrs by spectrophotometric method,D10,6.85,active,6.85,cq sensitive,CQS,6.0-7.5,2,1503,D10
10814,CHEMBL4246869,,,380.92,1.0,5.36,25,Clc1ccc(-c2ccc(CNCC3CCNCC3)o2)c(-c2ccccc2)c1,IC50,'=',2400.0,nM,5.62,,,UO_0000065,0,CHEMBL4231437,organism-based format,,CHEMBL4229360,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 after 72 hrs by lactate dehydrogenase assay,W2,5.62,inactive,5.62,chloroquine resistant,CQR,5.0-6.0,3,5923,W2
10815,CHEMBL3215764,,,463.46,0.0,3.08,66,c1cc(C2=NCCN2)ccc1NCCCCCNc1ccc(C2=NCCN2)cc1,IC50,'=',1.0,nM,9.0,,,UO_0000065,0,CHEMBL961733,organism-based format,,CHEMBL1153346,1,Scientific Literature,J Med Chem,,Antiprotozoal activity after 48 hrs against chloroquine-resistant Plasmodium falciparum K1 infected erythrocytes by [3H]hypoxanthine uptake,K1,9.0,high_potency,9.0,chloroquine resistant,CQR,>=7.5,1,5948,K1
10816,CHEMBL3216436,,,641.64,2.0,5.31,49,CCOC(=O)c1cc(C(=N)NC(C)C)ccc1OCCCCCOc1ccc(C(=N)NC(C)C)cc1C(=O)OCC,IC50,'=',13.0,nM,7.89,,,UO_0000065,0,CHEMBL961733,organism-based format,,CHEMBL1153346,1,Scientific Literature,J Med Chem,,Antiprotozoal activity after 48 hrs against chloroquine-resistant Plasmodium falciparum K1 infected erythrocytes by [3H]hypoxanthine uptake,K1,7.89,high_potency,7.89,chloroquine resistant,CQR,>=7.5,1,5948,K1
10817,CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',20.0,nM,7.7,,,UO_0000065,0,CHEMBL760267,organism-based format,,CHEMBL1129389,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum HB3,HB3,7.7,high_potency,7.706786,,,>=7.5,1556,983,HB3
10818,CHEMBL2316807,,,379.89,0.0,4.83,9b,Cc1ccc(/C=C/C(=O)NCCCNc2ccnc3cc(Cl)ccc23)cc1,IC50,'=',47.4,nM,7.32,,,UO_0000065,0,CHEMBL2319201,organism-based format,,CHEMBL2311413,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against CQ-resistant Plasmodium falciparum W2 blood stage form after 48 hrs by FACSort cytometry,W2,7.32,active,7.32,cq resistant,CQR,6.0-7.5,2,5923,W2
10819,CHEMBL2316803,,,422.96,0.0,4.98,7o,CN(C)c1ccc(/C=C/C(=O)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,IC50,'=',25.8,nM,7.59,,,UO_0000065,0,CHEMBL2319201,organism-based format,,CHEMBL2311413,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against CQ-resistant Plasmodium falciparum W2 blood stage form after 48 hrs by FACSort cytometry,W2,7.59,high_potency,7.59,cq resistant,CQR,>=7.5,1,5923,W2
10820,CHEMBL1255788,,,198.22,0.0,2.78,NCGC00091201-02,c1cnc2c(c1)ccc1cccnc12,IC50,'=',1584.89,nM,5.8,,,UO_0000065,0,CHEMBL1267246,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 7G8 after 72 hrs by SYBR green assay,7G8,5.8,inactive,5.8,,,5.0-6.0,7,892,7G8
10821,CHEMBL3215566,,,413.35,0.0,2.88,26,N=C(N)c1cccc(OCCCCCOc2cccc(C(=N)N)c2)c1,IC50,'=',19.0,nM,7.72,,,UO_0000065,0,CHEMBL961733,organism-based format,,CHEMBL1153346,1,Scientific Literature,J Med Chem,,Antiprotozoal activity after 48 hrs against chloroquine-resistant Plasmodium falciparum K1 infected erythrocytes by [3H]hypoxanthine uptake,K1,7.72,high_potency,7.72,chloroquine resistant,CQR,>=7.5,1,5948,K1
10822,CHEMBL397686,DIPHENYLENEIODONIUM CHLORIDE,,314.55,0.0,-0.2,NCGC00093801-01,c1ccc2c(c1)[I+]c1ccccc1-2,IC50,'=',100.0,nM,7.0,,,UO_0000065,0,CHEMBL1267247,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,D10,7.0,active,8.5,,,6.0-7.5,16,1503,D10
10824,CHEMBL1780234,,,521.06,1.0,6.5,26,CCN(CC)c1ccc2nc3c4ccccc4/c(=N/c4cc[n+](Cc5ccccc5)cc4)cc-3oc2c1,IC50,'=',24.0,nM,7.62,,,UO_0000065,0,CHEMBL1780440,organism-based format,,CHEMBL1777756,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against chloroquine and pyrimethamine resistant Plasmodium falciparum K1,K1,7.62,high_potency,7.62,chloroquine and pyrimethamine resistant,"CQR, PYRR",>=7.5,1,5948,K1
10825,CHEMBL227120,,,322.41,0.0,2.33,K2,CN(C)c1ccc(NC(=O)NCCCCCCC(=O)NO)cc1,IC50,'=',185.0,nM,6.73,,,UO_0000065,0,CHEMBL3880950,assay format,,CHEMBL3880414,38,SureChEMBL Patent Bioactivity Data,,,Antiparasitic activity against chloroquine-resistant/verapamil-sensitive Plasmodium falciparum Dd2,Dd2,6.73,active,7.065,chloroquine resistant/verapamil sensitive,"CQR, VRPS",6.0-7.5,8,3864,Dd2
10826,CHEMBL410726,,,566.1,2.0,6.72,36,CC1=C(Cc2ccc(CC(=O)N(CCNc3ccnc4cc(Cl)ccc34)C(C)C)cc2)C(=O)c2ccccc2C1=O,IC50,'=',12.4,nM,7.91,,,UO_0000065,0,CHEMBL931166,organism-based format,,CHEMBL1142355,1,Scientific Literature,J Med Chem,,Antiparasitic activity against chloroquine-sensitive Plasmodium falciparum 3D7,3D7,7.91,high_potency,7.91,chloroquine sensitive,CQS,>=7.5,2,7375,3D7
10827,CHEMBL410726,,,566.1,2.0,6.72,36,CC1=C(Cc2ccc(CC(=O)N(CCNc3ccnc4cc(Cl)ccc34)C(C)C)cc2)C(=O)c2ccccc2C1=O,IC50,'=',5.3,nM,8.28,,,UO_0000065,0,CHEMBL931167,organism-based format,,CHEMBL1142355,1,Scientific Literature,J Med Chem,,Antiparasitic activity against chloroquine-resistant Plasmodium falciparum K1,K1,8.28,high_potency,8.28,chloroquine resistant,CQR,>=7.5,2,5948,K1
10829,CHEMBL4293029,,,451.91,0.0,3.08,4e,Cc1cc2c(cc1C)[n+]([O-])c(C(=O)NCCNc1ccnc3cc(Cl)ccc13)c(C)[n+]2[O-],IC50,'=',900.0,nM,6.05,,,UO_0000065,0,CHEMBL4275900,organism-based format,,CHEMBL4270646,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against the multidrug-resistant Plasmodium falciparum FRC-3 infected in human red blood cells assessed as reduction in parasite growth after 48 hrs by Hoechst 33342 staining based flow cytometric analysis,FcR3,6.05,active,6.05,the multidrug resistant,MDR,6.0-7.5,2,436,FcR3
10830,CHEMBL45274,,,619.64,2.0,6.9,26,O=C(CCCCN1CCCCC1)N1CCN(c2ccnc3cc(Cl)ccc23)CCN(c2ccnc3cc(Cl)ccc23)CC1,IC50,'=',132.2,nM,6.88,,,UO_0000065,0,CHEMBL754071,organism-based format,,CHEMBL1134480,1,Scientific Literature,J Med Chem,,In vitro growth inhibition of Plasmodium falciparum FcB1R,FcB1-R,6.88,active,6.88,,,6.0-7.5,1,214,FcB1-R
10831,CHEMBL260079,,,472.49,0.0,4.77,"10, 4-(4-hydroxybenzylidene) curcumin",COc1cc(/C=C/C(=O)C(=Cc2ccc(O)cc2)C(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,'=',5360.0,nM,5.27,,,UO_0000065,0,CHEMBL923045,organism-based format,,CHEMBL1143955,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum MP14,MP-14,5.27,inactive,5.27,chloroquine resistant,CQR,5.0-6.0,2,13,MP-14
10832,CHEMBL2146536,,,345.9,1.0,5.54,3b,CCN(CC)Cc1ccc(Nc2ccnc3cc(Cl)ccc23)s1,IC50,'=',1858.2,nM,5.73,,,UO_0000065,0,CHEMBL2150333,organism-based format,,CHEMBL2146461,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10 infected in human red blood cells after 72 hrs by parasite lactate dehydrogenase assay,D10,5.73,inactive,5.73,chloroquine sensitive,CQS,5.0-6.0,2,1503,D10
10833,CHEMBL269671,,,282.34,0.0,2.39,artemisinin,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',20.0,nM,7.7,,,UO_0000065,0,CHEMBL2174378,organism-based format,,CHEMBL2169755,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum Dd2 assessed as inhibition of [3H]hypoxanthine incorporation incubated for 24 hrs prior to [3H]hypoxanthine addition measured after 24 hrs by beta scintillation counting,Dd2,7.7,high_potency,8.017647,,,>=7.5,437,3864,Dd2
10834,CHEMBL2170041,,,642.07,2.0,8.9,7,Clc1ccc(C(c2ccc(Cl)cc2)(c2ccc(CN3CCCC3)cc2)N2CCN(c3ccnc4cc(Cl)ccc34)CC2)cc1,IC50,'=',92.0,nM,7.04,,,UO_0000065,0,CHEMBL2176144,organism-based format,,CHEMBL2169878,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human erythrocytes assessed as inhibition of [3H]hypoxanthine incorporation incubated for 48 hrs prior to [3H]hypoxanthine addition measured after 48 hrs by liquid scintillation counting,K1,7.04,active,7.04,chloroquine resistant,CQR,6.0-7.5,4,5948,K1
10835,CHEMBL261769,,,286.32,0.0,2.62,2,COC(=O)C1CCC2(CC1)OOC1(CCCCC1)OO2,IC50,'=',29.2,nM,7.54,,,UO_0000065,0,CHEMBL925910,organism-based format,,CHEMBL1142398,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum D6,D6,7.53,high_potency,7.53,,,>=7.5,3,2297,D6
10836,CHEMBL261769,,,286.32,0.0,2.62,2,COC(=O)C1CCC2(CC1)OOC1(CCCCC1)OO2,IC50,'=',40.41,nM,7.39,,,UO_0000065,0,CHEMBL925911,organism-based format,,CHEMBL1142398,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum W2,W2,7.39,active,7.39,,,6.0-7.5,3,5923,W2
